,Energy_Consumption,Session_Count,Day_of_Week,Hour_of_Day,Month_of_Year,Year,Day/Night,IsHoliday,Weekend,HourSin,HourCos,DayOfWeekSin,DayOfWeekCos,MonthOfYearSin,MonthOfYearCos,Season,Energy_Consumption_1h,Energy_Consumption_6h,Energy_Consumption_12h,Energy_Consumption_24h,Energy_Consumption_1w,Energy_Consumption_rolling
2022-03-08 14:00:00,35.3325157059388,9,1,14,3,2022,True,0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,41.66590238276298,28.05766096763473,6.391234939695871,37.72887429499409,44.4048924229185,17.41085188686042
2022-03-08 15:00:00,23.292210440691893,9,1,15,3,2022,True,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,35.3325157059388,30.97400683974904,0.0,25.995230942532938,51.87566887038659,17.298226032617045
2022-03-08 16:00:00,18.75296649234655,8,1,16,3,2022,True,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,23.292210440691893,34.00083047701536,0.0,26.0064023152286,39.793666520401054,16.995999539996962
2022-03-08 17:00:00,16.11311755017087,8,1,17,3,2022,True,0,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,18.75296649234655,33.35510072547214,0.0,26.748927872841353,24.167549359933467,16.552840776552355
2022-03-08 18:00:00,20.551355660360063,5,1,18,3,2022,True,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,16.11311755017087,23.30644456354043,0.0,31.536426332122602,14.021669757231333,16.095129498562248
2022-03-08 19:00:00,17.237839257609952,6,1,19,3,2022,False,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,20.551355660360063,41.66590238276298,0.0,22.98290802064518,11.31566401147025,15.855751633435782
2022-03-08 20:00:00,10.372719536959591,5,1,20,3,2022,False,0,0,-0.8660254037844386,0.5,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,17.237839257609952,35.3325157059388,28.05766096763473,11.834088139165967,7.241269241267808,15.794861275010517
2022-03-08 21:00:00,6.620338438694812,3,1,21,3,2022,False,0,0,-0.7071067811865477,0.7071067811865475,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,10.372719536959591,23.292210440691893,30.97400683974904,0.6006482060612953,4.452046969580038,16.045681701370246
2022-03-08 22:00:00,5.9006646284726845,1,1,22,3,2022,False,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,6.620338438694812,18.75296649234655,34.00083047701536,7.207778472735544,3.317725752508361,15.991218624525962
2022-03-08 23:00:00,5.9006646284726845,1,1,23,3,2022,False,0,0,-0.2588190451025215,0.9659258262890681,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,5.9006646284726845,16.11311755017087,33.35510072547214,8.543561467948674,0.4174804905239688,15.881097922881127
2022-03-09 00:00:00,5.9006646284726845,1,2,0,3,2022,False,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,5.9006646284726845,20.551355660360063,23.30644456354043,11.66038845677931,0.0,15.641109430035021
2022-03-09 01:00:00,5.9006646284726845,1,2,1,3,2022,False,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,5.9006646284726845,17.237839257609952,41.66590238276298,11.66038845677931,4.769,15.401120937188908
2022-03-09 02:00:00,5.9006646284726845,1,2,2,3,2022,False,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,5.9006646284726845,10.372719536959591,35.3325157059388,6.391234939695871,0.0,15.38068050755461
2022-03-09 03:00:00,5.9006646284726845,1,2,3,3,2022,False,0,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,5.9006646284726845,6.620338438694812,23.292210440691893,0.0,0.0,15.626541533740975
2022-03-09 04:00:00,5.9006646284726845,1,2,4,3,2022,False,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,5.9006646284726845,5.9006646284726845,18.75296649234655,0.0,0.0,15.872402559927336
2022-03-09 05:00:00,2.0193385617439854,1,2,5,3,2022,False,0,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,5.9006646284726845,5.9006646284726845,16.11311755017087,0.0,0.0,15.956541666666666
2022-03-09 06:00:00,0.9651046405823476,1,2,6,3,2022,True,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,2.0193385617439854,5.9006646284726845,20.551355660360063,0.0,0.0,15.996754360024264
