,params,rmse
411,"(2, 0, 0)x(1, 2, 2, 12)",19525.141695607985
412,"(2, 2, 1)x(2, 1, 2, 12)",19675.638051122874
413,"(0, 0, 0)x(0, 0, 1, 12)",20121.040560993017
414,"(0, 2, 2)x(0, 2, 2, 12)",20423.223793398134
415,"(0, 1, 1)x(2, 2, 0, 12)",20423.26470638264
416,"(0, 1, 0)x(2, 2, 2, 12)",20538.428356894736
417,"(1, 1, 1)x(2, 1, 2, 12)",20555.913432681707
418,"(0, 0, 1)x(0, 0, 0, 12)",20588.83656155136
419,"(1, 0, 2)x(0, 0, 2, 12)",20690.41577841564
420,"(1, 2, 2)x(0, 2, 2, 12)",21060.841519945534
421,"(1, 2, 2)x(1, 1, 0, 12)",21230.55568006541
422,"(0, 1, 2)x(2, 2, 2, 12)",21583.732811283076
423,"(0, 2, 1)x(2, 1, 2, 12)",21846.14180044942
424,"(0, 1, 0)x(1, 2, 0, 12)",21994.23415322023
425,"(1, 1, 1)x(1, 2, 0, 12)",22011.848071572604
426,"(0, 1, 0)x(2, 2, 0, 12)",22218.54183184855
427,"(2, 0, 1)x(1, 0, 1, 12)",22269.169450167148
428,"(0, 0, 2)x(1, 0, 0, 12)",22490.585920890047
429,"(0, 0, 1)x(0, 0, 1, 12)",22493.170891152677
430,"(0, 0, 2)x(2, 0, 1, 12)",23066.75762205786
431,"(2, 0, 0)x(1, 0, 2, 12)",23498.986043237113
432,"(0, 0, 2)x(1, 2, 2, 12)",23527.08338729429
433,"(2, 1, 0)x(1, 2, 0, 12)",23755.05333565183
434,"(2, 1, 1)x(1, 2, 2, 12)",24329.081358071842
435,"(2, 1, 1)x(0, 2, 2, 12)",24443.66402174475
436,"(0, 2, 2)x(0, 1, 0, 12)",24475.39996822407
437,"(1, 1, 0)x(2, 1, 1, 12)",24697.040677030407
438,"(1, 0, 0)x(0, 0, 0, 12)",24701.234085866457
439,"(0, 0, 1)x(2, 2, 1, 12)",24872.942681296136
440,"(2, 0, 2)x(2, 1, 1, 12)",25053.884294856955
441,"(1, 2, 1)x(2, 1, 2, 12)",25842.03498902374
442,"(0, 0, 1)x(2, 2, 2, 12)",25936.06745746703
443,"(0, 0, 0)x(1, 0, 0, 12)",26594.274113642623
444,"(2, 2, 0)x(1, 1, 1, 12)",26902.952486239566
445,"(2, 0, 1)x(1, 0, 2, 12)",27119.5973291175
446,"(0, 0, 1)x(1, 0, 0, 12)",27742.82658948636
447,"(0, 1, 2)x(1, 2, 2, 12)",28133.393293250192
448,"(2, 1, 2)x(1, 2, 1, 12)",28339.212322827523
449,"(1, 0, 1)x(1, 0, 2, 12)",28594.646355100132
450,"(1, 0, 2)x(1, 0, 2, 12)",28714.82389114936
451,"(2, 0, 1)x(2, 0, 1, 12)",29104.753266850304
452,"(2, 2, 2)x(0, 1, 0, 12)",29128.03042407095
453,"(2, 0, 1)x(2, 0, 0, 12)",29992.7631462724
454,"(2, 1, 1)x(2, 2, 1, 12)",30166.163495183628
455,"(0, 1, 1)x(0, 2, 1, 12)",30242.91359787016
456,"(1, 2, 1)x(2, 1, 0, 12)",31449.77195355325
457,"(2, 1, 0)x(0, 2, 2, 12)",31456.936051276447
458,"(2, 1, 2)x(0, 2, 2, 12)",31823.624102458252
459,"(2, 0, 1)x(0, 0, 1, 12)",32122.970838258043
460,"(2, 0, 2)x(0, 0, 2, 12)",32340.274521761476
461,"(0, 0, 0)x(0, 0, 2, 12)",32414.477642420152
462,"(2, 1, 1)x(2, 2, 2, 12)",32566.674529803557
463,"(0, 0, 1)x(0, 0, 2, 12)",33066.20728680379
464,"(2, 0, 2)x(1, 0, 0, 12)",33178.67975856485
465,"(2, 0, 1)x(0, 0, 2, 12)",33511.70888723612
466,"(0, 2, 0)x(1, 2, 1, 12)",33966.06240690787
467,"(0, 0, 2)x(0, 0, 1, 12)",34066.759839998
468,"(1, 2, 0)x(1, 1, 1, 12)",34242.8349162541
469,"(1, 2, 0)x(2, 2, 1, 12)",34286.90273302114
470,"(1, 1, 2)x(1, 2, 2, 12)",34367.98874743965
471,"(0, 0, 2)x(2, 0, 0, 12)",34951.96820938405
472,"(0, 0, 2)x(0, 0, 2, 12)",35238.356934416355
473,"(1, 1, 1)x(2, 2, 1, 12)",35538.688512508634
474,"(0, 0, 2)x(0, 0, 0, 12)",35913.34378482851
475,"(0, 2, 2)x(1, 2, 1, 12)",36014.008405586705
476,"(2, 0, 0)x(1, 2, 1, 12)",36664.13417082708
477,"(1, 1, 2)x(1, 2, 0, 12)",37600.52024180506
478,"(1, 1, 0)x(2, 2, 1, 12)",38968.78811508566
479,"(1, 0, 0)x(2, 0, 1, 12)",39034.76451092854
480,"(1, 1, 0)x(2, 2, 2, 12)",39190.68674407152
481,"(1, 2, 0)x(2, 1, 0, 12)",42902.997121316366
482,"(2, 0, 1)x(0, 2, 1, 12)",45317.30312856073
483,"(2, 2, 1)x(2, 1, 1, 12)",46001.873740821065
484,"(1, 1, 1)x(0, 1, 0, 12)",47571.66083931774
485,"(2, 1, 2)x(0, 1, 0, 12)",49576.67320677712
486,"(0, 2, 0)x(1, 2, 2, 12)",50290.44120863863
487,"(0, 2, 0)x(2, 2, 1, 12)",51801.941062576305
488,"(0, 1, 1)x(0, 1, 0, 12)",52995.66987695881
489,"(1, 1, 1)x(0, 2, 1, 12)",53719.513566154725
490,"(0, 2, 2)x(2, 2, 1, 12)",53783.94775832495
491,"(2, 2, 1)x(1, 2, 1, 12)",58004.90319401885
492,"(0, 2, 1)x(1, 2, 1, 12)",58101.023340531974
493,"(2, 2, 2)x(0, 2, 1, 12)",63157.260660530665
494,"(0, 1, 2)x(0, 1, 0, 12)",63545.2107783112
495,"(1, 0, 2)x(0, 2, 1, 12)",64802.31980166647
496,"(0, 2, 2)x(1, 2, 2, 12)",65007.948457692
497,"(0, 1, 2)x(0, 2, 1, 12)",66798.37389385285
498,"(1, 1, 1)x(2, 1, 1, 12)",67413.49526211344
499,"(2, 2, 1)x(2, 2, 2, 12)",67649.60442839084
500,"(0, 1, 1)x(1, 2, 2, 12)",69320.70979142189
501,"(0, 2, 1)x(1, 2, 2, 12)",75043.39254870456
502,"(2, 1, 1)x(1, 1, 2, 12)",78701.47410627901
503,"(2, 1, 0)x(0, 1, 0, 12)",85292.34794614627
504,"(2, 1, 2)x(1, 2, 0, 12)",89112.15499016638
505,"(1, 2, 2)x(2, 2, 2, 12)",90208.45291899935
506,"(2, 1, 0)x(0, 2, 1, 12)",92998.70742937161
507,"(2, 2, 0)x(1, 2, 2, 12)",95302.02900417213
508,"(0, 1, 0)x(0, 1, 0, 12)",98518.96893755329
509,"(1, 0, 0)x(0, 2, 1, 12)",99402.81952907653
510,"(1, 1, 2)x(0, 1, 0, 12)",101789.65485967004
511,"(2, 0, 2)x(1, 2, 0, 12)",105837.86811383536
512,"(2, 0, 2)x(1, 1, 1, 12)",106576.22702711858
513,"(0, 1, 0)x(0, 2, 1, 12)",106776.8684808709
514,"(0, 2, 1)x(2, 2, 0, 12)",112131.31669085001
515,"(0, 2, 2)x(2, 2, 0, 12)",124679.67242804929
516,"(1, 1, 2)x(0, 2, 1, 12)",126754.42970588457
517,"(2, 0, 2)x(0, 2, 0, 12)",133820.00472691367
518,"(0, 0, 0)x(2, 2, 0, 12)",137320.63824184958
519,"(0, 2, 1)x(2, 0, 1, 12)",137968.6144525733
520,"(1, 2, 2)x(1, 2, 0, 12)",138751.88286064912
521,"(0, 2, 2)x(0, 2, 1, 12)",143790.82157299024
522,"(1, 2, 2)x(0, 2, 1, 12)",153903.62564201353
523,"(0, 2, 1)x(1, 2, 0, 12)",153965.22691220616
524,"(1, 2, 1)x(1, 2, 1, 12)",154782.9300745382
525,"(1, 1, 0)x(0, 2, 0, 12)",155277.5009095242
526,"(2, 2, 1)x(1, 2, 0, 12)",159039.45075890943
527,"(1, 2, 1)x(2, 2, 2, 12)",166457.39471546037
528,"(0, 0, 2)x(2, 2, 0, 12)",174586.46263596296
529,"(2, 2, 0)x(1, 1, 2, 12)",176782.87534171686
530,"(0, 2, 2)x(2, 2, 2, 12)",179875.3232938071
531,"(0, 0, 0)x(0, 2, 0, 12)",190195.0444340145
532,"(2, 0, 2)x(2, 2, 0, 12)",195092.64379278212
533,"(2, 2, 1)x(2, 2, 1, 12)",207931.30325867186
534,"(1, 2, 0)x(1, 1, 2, 12)",210322.48899710178
535,"(0, 0, 1)x(0, 2, 0, 12)",213780.51773333907
536,"(0, 2, 2)x(1, 2, 0, 12)",215233.5348263021
537,"(2, 0, 0)x(0, 2, 0, 12)",218866.8396912212
538,"(0, 2, 1)x(2, 0, 2, 12)",222540.39317687933
539,"(2, 2, 2)x(2, 2, 2, 12)",231880.19026197307
540,"(2, 2, 0)x(2, 0, 2, 12)",232923.07748603806
541,"(0, 0, 2)x(0, 2, 0, 12)",252739.38222750498
542,"(2, 0, 1)x(0, 2, 0, 12)",255702.34847576523
543,"(1, 2, 2)x(0, 2, 0, 12)",259829.0964666255
544,"(0, 2, 0)x(2, 2, 2, 12)",261158.85949967618
545,"(1, 0, 1)x(0, 2, 0, 12)",262628.62225499575
546,"(1, 1, 2)x(0, 2, 0, 12)",271529.5490010632
547,"(1, 2, 0)x(1, 1, 0, 12)",283069.8270771265
548,"(1, 2, 0)x(2, 1, 1, 12)",283808.0093204763
549,"(1, 0, 2)x(0, 2, 0, 12)",286770.71731879964
550,"(1, 2, 0)x(1, 2, 2, 12)",288431.0428519227
551,"(0, 2, 0)x(2, 1, 2, 12)",318249.17775250896
552,"(2, 2, 0)x(2, 2, 0, 12)",319198.1982102651
553,"(2, 2, 0)x(2, 2, 2, 12)",323586.791344327
554,"(1, 2, 0)x(1, 2, 1, 12)",332590.01314898185
555,"(2, 1, 2)x(2, 2, 1, 12)",340065.84282413835
556,"(2, 2, 0)x(2, 1, 2, 12)",341252.9318066288
557,"(0, 2, 0)x(2, 1, 1, 12)",349379.2194908017
558,"(2, 2, 0)x(2, 1, 0, 12)",359737.7917790893
559,"(0, 2, 0)x(1, 1, 0, 12)",361341.93291692884
560,"(1, 0, 0)x(1, 2, 2, 12)",365822.99945235596
561,"(2, 2, 0)x(1, 1, 0, 12)",374724.3637462306
562,"(0, 2, 0)x(1, 1, 2, 12)",375264.7324500556
563,"(2, 2, 0)x(2, 0, 1, 12)",381291.4858773884
564,"(1, 0, 0)x(0, 2, 0, 12)",382286.2371739888
565,"(2, 2, 0)x(2, 0, 0, 12)",382295.55115101504
566,"(2, 2, 2)x(1, 2, 1, 12)",383048.2252797145
567,"(0, 2, 0)x(1, 1, 1, 12)",383058.8310517996
568,"(0, 2, 0)x(2, 1, 0, 12)",392065.9005624979
569,"(1, 2, 0)x(2, 0, 2, 12)",394116.8456544284
570,"(1, 2, 1)x(1, 1, 2, 12)",394728.4620926655
571,"(0, 2, 0)x(2, 0, 2, 12)",419154.70774108905
572,"(0, 1, 1)x(0, 2, 0, 12)",420140.031274074
573,"(2, 2, 0)x(1, 0, 1, 12)",428471.02975599066
574,"(0, 2, 2)x(0, 2, 0, 12)",433185.8528835389
575,"(2, 1, 1)x(0, 2, 0, 12)",452099.71766692493
576,"(2, 2, 1)x(0, 2, 2, 12)",453644.1556541147
577,"(2, 2, 1)x(1, 2, 2, 12)",457336.5086144157
578,"(1, 0, 0)x(2, 2, 0, 12)",461484.40709631454
579,"(0, 2, 0)x(1, 0, 1, 12)",499117.8820942635
580,"(2, 2, 0)x(2, 2, 1, 12)",506706.5251673169
581,"(0, 1, 2)x(1, 2, 0, 12)",512143.3192239343
582,"(1, 2, 0)x(1, 0, 1, 12)",514968.58511394315
583,"(2, 2, 2)x(0, 2, 0, 12)",520365.5395874269
584,"(1, 2, 0)x(2, 0, 1, 12)",525121.2880801571
585,"(1, 2, 0)x(2, 0, 0, 12)",534182.3908097572
586,"(0, 2, 0)x(2, 0, 1, 12)",559429.1899348223
587,"(0, 2, 0)x(2, 0, 0, 12)",568054.7644724973
588,"(0, 2, 1)x(1, 0, 1, 12)",578460.2313053895
589,"(2, 2, 0)x(0, 2, 2, 12)",587993.503478748
590,"(2, 2, 1)x(0, 1, 1, 12)",594500.1554133397
591,"(1, 2, 1)x(0, 2, 2, 12)",626906.6367475826
592,"(1, 2, 1)x(1, 0, 1, 12)",631763.3839825698
593,"(0, 2, 0)x(0, 2, 2, 12)",649459.9114332659
594,"(1, 2, 0)x(0, 2, 2, 12)",659163.6235418146
595,"(1, 0, 2)x(1, 2, 0, 12)",712565.2921492242
596,"(0, 2, 0)x(0, 1, 1, 12)",736403.010395294
597,"(2, 2, 0)x(0, 1, 1, 12)",747225.9703549584
598,"(2, 1, 2)x(0, 2, 0, 12)",759132.5969447562
599,"(2, 2, 0)x(1, 0, 0, 12)",761102.1241846345
600,"(2, 2, 1)x(1, 0, 0, 12)",761583.1241525938
601,"(1, 2, 0)x(0, 1, 1, 12)",768011.9043421255
602,"(1, 2, 1)x(0, 1, 1, 12)",787814.5141168329
603,"(0, 2, 0)x(1, 0, 0, 12)",799159.2204734586
604,"(2, 2, 0)x(0, 0, 1, 12)",829798.0422505287
605,"(1, 2, 0)x(1, 0, 0, 12)",833113.9863843154
606,"(2, 2, 1)x(0, 0, 1, 12)",834936.9423618286
607,"(1, 2, 1)x(1, 0, 2, 12)",856053.566298008
608,"(1, 2, 0)x(1, 0, 2, 12)",858136.147878963
609,"(1, 1, 1)x(0, 2, 0, 12)",858856.8522422045
610,"(0, 2, 1)x(1, 0, 2, 12)",858863.7540056229
611,"(0, 2, 0)x(1, 0, 2, 12)",859457.0013998077
612,"(2, 2, 0)x(0, 0, 2, 12)",859563.3022146431
613,"(2, 2, 0)x(1, 0, 2, 12)",873207.0918452818
614,"(0, 2, 1)x(0, 1, 1, 12)",878004.7589896243
615,"(2, 2, 0)x(0, 0, 0, 12)",883429.2770150256
616,"(0, 2, 0)x(0, 0, 1, 12)",887424.7498225791
617,"(0, 2, 1)x(1, 0, 0, 12)",915222.8790116775
618,"(1, 2, 0)x(0, 0, 1, 12)",921830.1685314606
619,"(1, 2, 1)x(1, 0, 0, 12)",938700.3987828795
620,"(0, 2, 0)x(0, 0, 0, 12)",955687.706226411
621,"(0, 2, 0)x(0, 0, 2, 12)",987791.3822492397
622,"(1, 2, 0)x(0, 0, 0, 12)",991181.0572002617
623,"(0, 2, 1)x(0, 0, 1, 12)",1002916.4955724452
624,"(1, 2, 0)x(0, 0, 2, 12)",1004910.2841902805
625,"(1, 2, 1)x(0, 0, 1, 12)",1041983.9428086187
626,"(0, 2, 0)x(0, 1, 2, 12)",1045608.0178610429
627,"(0, 2, 1)x(0, 0, 2, 12)",1062147.5894549822
628,"(0, 2, 1)x(0, 0, 0, 12)",1072885.7203296127
629,"(1, 2, 2)x(2, 2, 0, 12)",1074377.6998994814
630,"(1, 2, 0)x(0, 1, 2, 12)",1091175.3170143724
631,"(1, 2, 1)x(0, 0, 2, 12)",1093375.828753724
632,"(2, 2, 0)x(0, 1, 2, 12)",1122694.005436979
633,"(1, 2, 1)x(0, 0, 0, 12)",1127264.8451668662
634,"(0, 0, 1)x(2, 0, 0, 12)",1197342.9833186795
635,"(0, 2, 0)x(1, 2, 0, 12)",1205983.4332581386
636,"(0, 1, 2)x(0, 2, 0, 12)",1338188.507114559
637,"(1, 1, 0)x(2, 1, 2, 12)",1407123.8833975184
638,"(1, 2, 0)x(2, 2, 0, 12)",1412409.0841611966
639,"(2, 2, 2)x(2, 0, 0, 12)",1495082.7348387453
640,"(2, 2, 0)x(1, 2, 0, 12)",1543531.6397078626
641,"(2, 1, 0)x(0, 2, 0, 12)",1978883.4897294508
642,"(0, 1, 0)x(0, 2, 0, 12)",2310416.5097858813
643,"(1, 0, 2)x(2, 2, 1, 12)",2508247.6390080824
644,"(1, 2, 0)x(1, 2, 0, 12)",3117119.13557054
645,"(0, 2, 0)x(2, 2, 0, 12)",4523881.333822722
646,"(1, 1, 2)x(2, 1, 1, 12)",5223923.522530622
647,"(2, 2, 0)x(0, 1, 0, 12)",8025280.525720392
648,"(2, 1, 1)x(2, 2, 0, 12)",8437146.623343091
649,"(2, 2, 0)x(0, 2, 1, 12)",8579238.96741211
650,"(2, 2, 1)x(0, 1, 0, 12)",8755428.311843736
651,"(0, 2, 1)x(0, 1, 0, 12)",9076668.377560688
652,"(0, 2, 0)x(0, 1, 0, 12)",9121266.399647895
653,"(1, 2, 0)x(0, 1, 0, 12)",9305297.169184774
654,"(2, 2, 1)x(0, 2, 1, 12)",9478396.194706727
655,"(0, 2, 1)x(0, 2, 1, 12)",9637482.024303347
656,"(0, 2, 0)x(0, 2, 1, 12)",9662654.295150999
657,"(1, 2, 0)x(0, 2, 1, 12)",9866602.583620956
658,"(0, 2, 1)x(0, 2, 2, 12)",10022684.441763034
659,"(1, 2, 1)x(0, 1, 0, 12)",12223144.706380405
660,"(1, 2, 1)x(0, 2, 1, 12)",15469802.551157996
661,"(1, 1, 1)x(2, 0, 2, 12)",18161602.202852707
662,"(2, 2, 2)x(1, 2, 0, 12)",139092832.4345611
663,"(2, 2, 0)x(0, 2, 0, 12)",143815887.80402336
664,"(0, 2, 1)x(0, 2, 0, 12)",150198349.34442845
665,"(0, 2, 0)x(0, 2, 0, 12)",155870353.85250703
666,"(1, 2, 0)x(0, 2, 0, 12)",157573834.63447165
667,"(2, 2, 1)x(0, 2, 0, 12)",160045276.1836097
668,"(1, 2, 1)x(0, 2, 0, 12)",220921794.9645451
669,"(1, 2, 1)x(2, 0, 2, 12)",468182646.7079004
670,"(0, 2, 1)x(2, 1, 1, 12)",501497214.6700893
671,"(0, 2, 1)x(1, 1, 2, 12)",527643440.5529895
672,"(2, 2, 2)x(2, 1, 0, 12)",1622497526.5578291
673,"(0, 1, 2)x(2, 2, 1, 12)",7508141474.713276
674,"(1, 2, 2)x(2, 2, 1, 12)",37435943728.64235
675,"(0, 2, 1)x(2, 2, 1, 12)",69504000812.573
676,"(2, 0, 1)x(2, 2, 0, 12)",70241821014.55153
677,"(0, 2, 2)x(2, 1, 2, 12)",73182791203.50021
678,"(2, 2, 2)x(1, 1, 0, 12)",110417002256.19048
679,"(2, 2, 2)x(2, 1, 2, 12)",152013465973.8257
680,"(1, 2, 1)x(2, 2, 0, 12)",572702040255.8115
681,"(2, 1, 0)x(2, 1, 2, 12)",1210177947487.0366
682,"(1, 1, 1)x(1, 2, 2, 12)",3085149073556.5806
683,"(1, 2, 1)x(2, 2, 1, 12)",5255205893676.917
684,"(1, 2, 1)x(1, 2, 0, 12)",7242650453049.758
685,"(2, 2, 0)x(1, 2, 1, 12)",26581050461240.977
686,"(2, 1, 1)x(2, 1, 1, 12)",40561394624887.68
687,"(2, 0, 0)x(1, 2, 0, 12)",41974357506516.17
688,"(2, 2, 1)x(2, 2, 0, 12)",124710778157844.17
689,"(2, 1, 1)x(1, 2, 1, 12)",1242969597886200.5
690,"(2, 2, 2)x(1, 1, 1, 12)",1747520127284315.8
